-4.287544763077644|-0.9752943187208484|1.0
-2.4098368857533434|-3.9423985894705753|1.0
-2.4436862318228334|-3.792898241189376|1.0
-2.4234545833612833|-3.8592025290820713|1.0
-2.432478964314477|-3.8440203147436667|1.0
-2.393130533394534|-3.826994983839434|1.0
-2.2974986083934215|-3.980965599922959|1.0
-2.4306333590825933|-3.906066875111779|1.0
-2.372405470614599|-3.853363711555778|1.0
-2.40717572959088|-3.903540236639506|1.0
-2.425429118363598|-3.9086011399589067|1.0
-2.396698049689745|-3.886398786857531|1.0
-2.4236761362456507|-3.8332343012345733|1.0
-2.425013249574575|-3.925152279557878|1.0
-2.459762203972785|-3.849258857473251|1.0
-2.37166436321854|-3.922483494802719|1.0
-2.3792567011985426|-3.898763218110023|1.0
-2.375018190543897|-3.911179977223942|1.0
-2.432388944785633|-3.865921094157808|1.0
-2.455366108125345|-3.7929559433603117|1.0
-2.4750307746664397|-3.7807661149200174|1.0
-6.289565282042689|-4.068665385447324|1.0
-2.3755034072720838|-3.831747709237009|1.0
-2.455081396786958|-3.943422199584842|1.0
-2.4407087783959174|-3.8900598828465784|1.0
-2.4505405263129507|-3.8027514043652344|1.0
-2.511439102281973|-3.8537112322066305|1.0
-2.5258012660234246|-3.8989599174600995|1.0
-2.438193924851805|-3.8427155427787008|1.0
-2.5181992283080072|-3.8472745591133726|1.0
-2.449286797986021|-3.841231471040404|1.0
-2.4419018820554004|-3.8978424406874925|1.0
-2.516606191005561|-3.801882405607467|1.0
-2.4690512021305637|-3.82701995554317|1.0
-2.5072466391582|-3.8800256630102092|1.0
-2.502966035664333|-3.8861904566338588|1.0
-2.802639086473046|-3.724151501463302|1.0
-2.4418666246184344|-3.933229287812936|1.0
-2.4291567646780656|-3.8637677590535313|1.0
-2.4148513856715654|-3.8405734235612994|1.0
-2.4406004459165596|-3.8845993933800584|1.0
-2.4216683685091596|-3.8581490370265765|1.0
-2.417763281933055|-3.849655581528117|1.0
-2.4191858445857233|-3.8690798108992754|1.0
-2.4259151729908033|-3.8871923330709137|1.0
-2.44595370464974|-3.8891491487196044|1.0
-2.353802798462044|-3.837438335084813|1.0
-2.394959771451962|-3.870785273611599|1.0
-2.4044319232330227|-3.8066539258849788|1.0
-2.4250010316044244|-3.8575620648331337|1.0
-2.3599443141296295|-3.828105197473115|1.0
-2.3938642276425774|-3.8514541175057744|1.0
-2.4618772525484216|-3.903213343222089|1.0
-2.713244669456165|-3.7867577263314716|1.0
-2.490724259045094|-3.8480538464532836|1.0
-2.4050976379859565|-3.8625060545057015|1.0
-2.3771386194072988|-3.877865830184064|1.0
-2.3633197160691832|-3.8886355349690334|1.0
-2.3696645760347095|-3.9569006306580143|1.0
-2.432741643653263|-3.8898352574071957|1.0
-2.7596325032421234|-3.6986738105645642|1.0
-2.4361080050748165|-3.821795670419511|1.0
-2.424046946665785|-3.7906437725554984|1.0
-2.3854857244243415|-3.8301453813887902|1.0
-2.395736094917458|-3.911134721692578|1.0
-2.3840399161622026|-3.8758163320068606|1.0
-2.72590244879207|-3.72044865906376|1.0
-2.358989985472|-3.8777837032711164|1.0
-2.459594334370224|-3.8775650229207113|1.0
-2.3140160480283036|-3.899765937524894|1.0
-2.3740494097608584|-3.8483944253531166|1.0
-2.3882699655015394|-3.860403278204286|1.0
-2.372621290250101|-3.8822285253323328|1.0
-2.414688079493762|-3.914336860740498|1.0
-2.4258686685420674|-3.8604906990789445|1.0
-2.3821782628795787|-3.819442325668683|1.0
-2.4585228032188664|-3.8724503110381505|1.0
-2.4278957764847426|-3.8440584763389607|1.0
-2.3840086996500722|-3.897398276487515|1.0
-2.4079735701475182|-3.7949895485867096|1.0
-2.414738143266992|-3.822460707334659|1.0
-2.381299790789714|-3.8195283250778234|1.0
-2.4116155932058607|-3.8298416880442225|1.0
-2.425750269837698|-3.8615075828921555|1.0
-2.4044236114401447|-3.826350532451476|1.0
-2.451939501427149|-3.786622743370189|1.0
-2.37270475155903|-3.828481525537973|1.0
-2.39443129057087|-3.879433268940305|1.0
-2.6954106566284484|-3.752468183652044|1.0
-2.4193462898050537|-3.805692073918871|1.0
-2.456901920350389|-3.8509513609577293|1.0
-2.324597800728581|-3.8796719742029935|1.0
-2.3996413770074274|-3.8095071352406533|1.0
-2.398439583071762|-3.8575899024638147|1.0
-2.460284191442286|-3.7956275909360513|1.0
-2.3959149962024195|-3.800647548667377|1.0
-2.748644355139293|-3.698152415317703|1.0
-2.7276331071897286|-3.667496274711868|1.0
-2.4199438903911945|-3.914295149656184|1.0
-2.704544488736773|-3.7235237172941513|1.0
-2.3644732294341604|-3.814143052442078|1.0
-2.408219126519253|-3.8582798473260143|1.0
-2.3815629538076117|-3.8463296028221814|1.0
-2.3428366951136566|-3.8910345830891258|1.0
-2.4340430340474444|-3.825299239050401|1.0
-2.41617338325854|-3.8144090973362967|1.0
-2.4145494899562454|-3.7887822292690427|1.0
-2.752953245856435|-3.7260818826153206|1.0
-2.4249986018060143|-3.87030064863742|1.0
-2.4643075302437665|-3.742787245019509|1.0
-2.3254508570549555|-3.8798917930509518|1.0
-2.4408861465803624|-3.8517148713468874|1.0
